X,Y,OBJECTID,ID,NAME,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,DATECREATE
-80.111479563999978,35.879885118000061,4112,0010927360,NOVANT HEALTH THOMASVILLE MEDICAL CENTER,207 OLD LEXINGTON ROAD,NOT AVAILABLE,THOMASVILLE,NC,27360,NOT AVAILABLE,(336) 472-2000,GENERAL ACUTE CARE,OPEN,149,DAVIDSON,37057,USA,35.8798851180001,-80.111479564,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,https://www.novanthealth.org/thomasville-medical-center.aspx,NOT AVAILABLE,THOMASVILLE MEDICAL CENTER,37,NON-PROFIT,-999,149,NOT AVAILABLE,NOT AVAILABLE,2013-03-22T00:00:00.000Z
-76.217933328999948,36.323596314000035,4113,0002427906,SENTARA ALBEMARLE MEDICAL CENTER,1144 NORTH ROAD STREET,NOT AVAILABLE,ELIZABETH CITY,NC,27906,NOT AVAILABLE,(252) 384-4600,GENERAL ACUTE CARE,OPEN,182,PASQUOTANK,37139,USA,36.323596314,-76.2179333289999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.sentara.com/albemarle-north-carolina/default.aspx,NOT AVAILABLE,ALBEMARLE HOSPITAL,37,NON-PROFIT,-999,182,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-76.611203526999986,36.06997928200007,4114,0005427932,VIDANT CHOWAN HOSPITAL,211 VIRGINIA ROAD,NOT AVAILABLE,EDENTON,NC,27932,NOT AVAILABLE,(252) 482-8451,GENERAL ACUTE CARE,OPEN,89,CHOWAN,37041,USA,36.0699792820001,-76.611203527,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.vidanthealth.com,NOT AVAILABLE,CHOWAN HOSPITAL,37,NON-PROFIT,-999,89,NOT AVAILABLE,NOT AVAILABLE,2013-03-22T00:00:00.000Z
-81.536394213999984,35.302904243000064,4115,0005528150,CAROLINAS HEALTHCARE SYSTEM CLEVELAND,201 EAST GROVER ST,NOT AVAILABLE,SHELBY,NC,28150,NOT AVAILABLE,(704) 487-3245,GENERAL ACUTE CARE,OPEN,241,CLEVELAND,37045,USA,35.3029042430001,-81.536394214,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.carolinashealthcare.org/cleveland,NOT AVAILABLE,CLEVELAND REGIONAL MEDICAL CENTER,37,NON-PROFIT,-999,241,LEVEL III,Y,2013-03-22T00:00:00.000Z
-81.357057954999945,35.241560535000069,4116,0008728086,CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN,706 WEST KING STREET,NOT AVAILABLE,KINGS MOUNTAIN,NC,28086,NOT AVAILABLE,(704) 739-3601,GENERAL ACUTE CARE,OPEN,102,CLEVELAND,37045,USA,35.2415605350001,-81.357057955,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.carolinashealthcare.org/kings-mountain,NOT AVAILABLE,KINGS MOUNTAIN HOSPITAL,37,NON-PROFIT,-999,102,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-77.862668823999968,34.212650386000057,4117,0000000127,NEW HANOVER REGIONAL MEDICAL CENTER ORTHOPEDIC HOSPITAL,5301 WRIGHTSVILLE AVE,NOT AVAILABLE,WILMINGTON,NC,28403,NOT AVAILABLE,(910) 452-8100,GENERAL ACUTE CARE,OPEN,-999,NEW HANOVER,37129,USA,34.2126503860001,-77.862668824,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2015-05-23T00:00:00.000Z,https://www.nhrmc.org/locations/nhrmc-orthopedic-hospital,NOT AVAILABLE,CAPE FEAR HOSPITAL,37,NOT AVAILABLE,-999,-999,NOT AVAILABLE,NOT AVAILABLE,2015-05-16T00:00:00.000Z
-77.961913308999954,34.965279679000048,4118,0006328349,VIDANT DUPLIN HOSPITAL,401 NORTH MAIN ST,NOT AVAILABLE,KENANSVILLE,NC,28349,NOT AVAILABLE,(910) 296-0941,GENERAL ACUTE CARE,OPEN,101,DUPLIN,37061,USA,34.965279679,-77.961913309,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,https://www.vidanthealth.com/duplin/default.aspx,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,101,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-78.937758111999983,36.007049799000065,4119,0006227710,DUKE UNIVERSITY HOSPITAL,2301 ERWIN ROAD,NOT AVAILABLE,DURHAM,NC,27710,NOT AVAILABLE,(919) 684-8076,GENERAL ACUTE CARE,OPEN,943,DURHAM,37063,USA,36.0070497990001,-78.937758112,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.dukehealth.org,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,943,LEVEL I,Y,2013-03-22T00:00:00.000Z
-78.900254541999956,36.036793594000066,4120,0006427704,DUKE REGIONAL HOSPITAL,3643 NORTH ROXBORO RD,NOT AVAILABLE,DURHAM,NC,27704,NOT AVAILABLE,(919) 470-4000,GENERAL ACUTE CARE,OPEN,369,DURHAM,37063,USA,36.0367935940001,-78.900254542,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.dukeregional.org/,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,369,NOT AVAILABLE,NOT AVAILABLE,2013-03-22T00:00:00.000Z
-77.555915618999961,35.921031406000054,4121,0007727886,VIDANTE EDGECOMBE HOSPITAL,111 HOSPITAL DR,NOT AVAILABLE,TARBORO,NC,27886,NOT AVAILABLE,(252) 641-7700,GENERAL ACUTE CARE,OPEN,117,EDGECOMBE,37065,USA,35.9210314060001,-77.555915619,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,https://www.vidanthealth.com/edgecombe/,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,117,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-80.296194462999949,36.078945147000063,4122,0000527103,NOVANT HEALTH MEDICAL PARK HOSPITAL,1950 SOUTH HAWTHORNE RD,NOT AVAILABLE,WINSTON SALEM,NC,27103,NOT AVAILABLE,(336) 718-0600,GENERAL ACUTE CARE,OPEN,22,FORSYTH,37067,USA,36.0789451470001,-80.2961944629999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.novanthealth.org,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,22,NOT AVAILABLE,NOT AVAILABLE,2013-03-22T00:00:00.000Z
-80.268174832999989,36.089649608000059,4123,0001227157,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BLVD,NOT AVAILABLE,WINSTON SALEM,NC,27157,NOT AVAILABLE,(336) 716-4750,GENERAL ACUTE CARE,OPEN,872,FORSYTH,37067,USA,36.0896496080001,-80.268174833,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.wakehealth.edu/,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,872,LEVEL I,Y,2013-03-22T00:00:00.000Z
-80.297287159999939,36.075550413000023,4124,0006827103,NOVANT HEALTH FORSYTH MEDICAL CENTER,3333 SILAS CREEK PKWY,NOT AVAILABLE,WINSTON SALEM,NC,27103,NOT AVAILABLE,(336) 718-5000,GENERAL ACUTE CARE,OPEN,919,FORSYTH,37067,USA,36.075550413,-80.2972871599999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,https://www.novanthealth.org/forsyth-medical-center.aspx,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,919,NOT AVAILABLE,NOT AVAILABLE,2013-03-22T00:00:00.000Z
-78.293533785999955,36.112306165000057,4125,0006927549,FRANKLIN REGIONAL MEDICAL CENTER,100 HOSPITAL DRIVE,NOT AVAILABLE,LOUISBURG,NC,27549,NOT AVAILABLE,(919) 496-5131,GENERAL ACUTE CARE,CLOSED,83,FRANKLIN,37069,USA,36.1123061650001,-78.293533786,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2012-07-03T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,https://www.novanthealth.org/franklin-medical-center.aspx,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,83,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-77.583282811999936,35.290340626000038,4126,0008928503,"LENOIR MEMORIAL HOSPITAL, INC.",100 AIRPORT ROAD,NOT AVAILABLE,KINSTON,NC,28503,NOT AVAILABLE,(252) 522-7797,GENERAL ACUTE CARE,OPEN,261,LENOIR,37107,USA,35.290340626,-77.5832828119999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.lenoirmemorial.org,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,261,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-79.187204878,35.469074485000078,4127,0005127330,CENTRAL CAROLINA HOSPITAL,1135 CARTHAGE ST,NOT AVAILABLE,SANFORD,NC,27330,NOT AVAILABLE,(919) 774-2100,GENERAL ACUTE CARE,OPEN,127,LEE,37105,USA,35.4690744850001,-79.187204878,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.centralcarolinahosp.com,NOT AVAILABLE,NOT AVAILABLE,37,PROPRIETARY,-999,127,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-78.334980778999977,35.514414576000036,4128,0008527577,JOHNSTON MEDICAL CENTER - SMITHFIELD,509 N. BRIGHT LEAF BLVD.,NOT AVAILABLE,SMITHFIELD,NC,27577,NOT AVAILABLE,(919) 934-8171,GENERAL ACUTE CARE,OPEN,199,JOHNSTON,37101,USA,35.514414576,-78.334980779,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.johnstonhealth.org/,NOT AVAILABLE,NOT AVAILABLE,37,GOVERNMENT - DISTRICT/AUTHORITY,-999,199,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-78.593351919999975,36.326415689000036,4129,0007327565,GRANVILLE HEALTH SYSTEM,1010 COLLEGE STREET,NOT AVAILABLE,OXFORD,NC,27565,NOT AVAILABLE,(919) 690-3000,GENERAL ACUTE CARE,OPEN,142,GRANVILLE,37077,USA,36.326415689,-78.59335192,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.granvillemedical.com,NOT AVAILABLE,NOT AVAILABLE,37,GOVERNMENT - LOCAL,-999,142,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-81.030128712999954,35.263157962000037,4130,0004828012,CAROLINAS REHABILITATION - MOUNT HOLLY,275 BEATTY DRIVE,NOT AVAILABLE,BELMONT,NC,28012,NOT AVAILABLE,(704) 355-3398,REHABILITATION,OPEN,40,GASTON,37071,USA,35.263157962,-81.030128713,622210,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2013-09-26T00:00:00.000Z,http://www.carolinashealthcare.org/carolinas-rehab,NOT AVAILABLE,NOT AVAILABLE,37,GOVERNMENT - LOCAL,-999,40,NOT AVAILABLE,NOT AVAILABLE,2013-03-22T00:00:00.000Z
-80.821029091999932,35.210155172000043,4131,0004228207,CAROLINAS MEDICAL CENTER-MERCY,2001 VAIL AVE,NOT AVAILABLE,CHARLOTTE,NC,28207,NOT AVAILABLE,(704) 304-5000,GENERAL ACUTE CARE,OPEN,305,MECKLENBURG,37119,USA,35.210155172,-80.8210290919999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2013-09-26T00:00:00.000Z,http://www.carolinashealthcare.org/cmc-mercy,NOT AVAILABLE,NOT AVAILABLE,37,GOVERNMENT - DISTRICT/AUTHORITY,-999,305,NOT AVAILABLE,NOT AVAILABLE,2013-03-22T00:00:00.000Z
-80.747047941999938,35.306757427000029,4132,0004528256,CAROLINAS MEDICAL CENTER-UNIVERSITY,8800 NORTH TRYON STREET,NOT AVAILABLE,CHARLOTTE,NC,28256,NOT AVAILABLE,(704) 863-6000,GENERAL ACUTE CARE,OPEN,100,MECKLENBURG,37119,USA,35.306757427,-80.7470479419999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.carolinashealthcare.org/cmc-university,NOT AVAILABLE,NOT AVAILABLE,37,GOVERNMENT - DISTRICT/AUTHORITY,-999,100,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-80.838901795999959,35.203899886000038,4133,0004628232,CAROLINAS MEDICAL CENTER,1000 BLYTHE BOULEVARD,NOT AVAILABLE,CHARLOTTE,NC,28232,NOT AVAILABLE,(704) 355-2000,GENERAL ACUTE CARE,OPEN,1132,MECKLENBURG,37119,USA,35.203899886,-80.838901796,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.carolinasmedicalcenter.org,NOT AVAILABLE,NOT AVAILABLE,37,GOVERNMENT - DISTRICT/AUTHORITY,-999,1132,I,Y,2013-03-22T00:00:00.000Z
-80.838717821999978,35.201884954000029,4134,0004728203,CAROLINAS REHABILITATION,1100 BLYTHE BLVD,NOT AVAILABLE,CHARLOTTE,NC,28203,NOT AVAILABLE,(704) 355-4300,REHABILITATION,OPEN,70,MECKLENBURG,37119,USA,35.201884954,-80.838717822,622210,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.carolinashealthcare.org/carolinas-rehab,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,70,LEVEL I,NOT AVAILABLE,2013-03-22T00:00:00.000Z
-80.871618186999967,35.092012183000065,4135,0012528210,CAROLINAS MEDICAL CENTER-PINEVILLE,10628 PARK RD,NOT AVAILABLE,CHARLOTTE,NC,28210,NOT AVAILABLE,(704) 543-2025,GENERAL ACUTE CARE,OPEN,206,MECKLENBURG,37119,USA,35.0920121830001,-80.871618187,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.carolinashealthcare.org/cmc-pineville,NOT AVAILABLE,NOT AVAILABLE,37,GOVERNMENT - DISTRICT/AUTHORITY,-999,206,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-82.0284762799999,35.663395570000034,4136,0010728752,MCDOWELL HOSPITAL,430 RANKIN DRIVE,NOT AVAILABLE,MARION,NC,28752,NOT AVAILABLE,(828) 659-5000,GENERAL ACUTE CARE,OPEN,65,MCDOWELL,37111,USA,35.66339557,-82.02847628,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.mcdhospital.org,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,65,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-83.378688919999945,35.18466141600004,4137,0002628744,ANGEL MEDICAL CENTER,120 RIVERVIEW STREET,NOT AVAILABLE,FRANKLIN,NC,28744,NOT AVAILABLE,(828) 524-8411,GENERAL ACUTE CARE,OPEN,59,MACON,37113,USA,35.184661416,-83.3786889199999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY WITH OTHER,2014-02-10T00:00:00.000Z,http://www.angelmed.org,NOT AVAILABLE,NOT AVAILABLE,37,GOVERNMENT - DISTRICT/AUTHORITY,-999,59,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
-83.18589112899997,35.086586511000057,4138,0007928741,HIGHLANDS-CASHIERS HOSPITAL,190 HOSPITAL DRIVE,NOT AVAILABLE,HIGHLANDS,NC,28741,NOT AVAILABLE,(828) 526-1200,GENERAL ACUTE CARE,OPEN,24,MACON,37113,USA,35.0865865110001,-83.185891129,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www2.ncdhhs.gov/dhsr/data/hllist.pdf,2016-01-25T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.hchospital.org,NOT AVAILABLE,NOT AVAILABLE,37,NON-PROFIT,-999,24,NOT AVAILABLE,Y,2013-03-22T00:00:00.000Z
