OBJECTID,ID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,WEBSITE,FCODE,GNIS_ID,SOURCE,GOVT_LEVEL,TOT_STAFF,SPEC_EQUIP,SDR
60,11612865,DUPLIN COUNTY HEALTH SERVICES,910-296-2130,340 SEMINARY STREET, ,KENANSVILLE,NC,28349,8978,DUPLIN,37061, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102711087,-77.96726,34.9635066,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.DUPLINCOUNTYNC.COM/GOVERNMENTOFFICES/HEALTHSERVICES.HTML,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
72,11612860,COLUMBUS COUNTY HEALTH DEPARTMENT,910-641-3914,304 JEFFERSON STREET,MILLER BUILDING,WHITEVILLE,NC,28472,3602,COLUMBUS,37047, , , , ,2009-11-25T00:00:00.000Z,PHONE,2009-11-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,118923327,-78.698108,34.3375831,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.COLUMBUSCO.ORG/DOTNETNUKE_2/DEFAULT.ASPX?ALIAS=WWW.COLUMBUSCO.ORG/DOTNETNUKE_2/HEALTH,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
82,11612921,UNION COUNTY HEALTH DEPARTMENT,704-296-4800,1224 WEST ROOSEVELT BOULEVARD, ,MONROE,NC,28110,2820,UNION,37179, , , , ,2009-12-17T00:00:00.000Z,PHONE,2009-12-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102421723,-80.5402701,34.9951696,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CO.UNION.NC.US/HUMANSERVICES/HEALTHDEPARTMENT/TABID/298/DEFAULT.ASPX,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
95,11612915,SCOTLAND COUNTY HEALTH DEPARTMENT,910-277-2440,1405 WEST BOULEVARD, ,LAURINBURG,NC,28352,9170,SCOTLAND,37165, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,109847064,-79.4912317,34.759029,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.SCOTLANDCOUNTYHEALTH.ORG,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
96,11612898,NEW HANOVER COUNTY HEALTH DEPARTMENT,910-798-6500,2029 SOUTH 17TH STREET, ,WILMINGTON,NC,28401,6600,NEW HANOVER,37129, , , , ,2009-12-21T00:00:00.000Z,PHONE,2009-12-21T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,125444356,-77.9233721,34.2076554,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.NHCGOV.COM/AGNANDDPT/HLTH/PAGES/DEPTINFO.ASPX,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
98,11612909,RICHMOND COUNTY HEALTH DEPARTMENT,910-997-8300,127 CAROLINE STREET, ,ROCKINGHAM,NC,28379,3567,RICHMOND,37153, , , , ,2009-12-17T00:00:00.000Z,PHONE,2009-12-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102721436,-79.777744,34.939295,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,PUBLICHEALTH.SOUTHERNREGIONALAHEC.ORG/RICHMOND,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
99,11612886,JONES COUNTY HEALTH DEPARTMENT,252-448-9111,418 NC HIGHWAY 58 NORTH,JONES COUNTY COMPLEX,TRENTON,NC,28585, ,JONES,37103, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102096981,-77.3629872,35.0682077,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.JONESCOUNTYHEALTH.COM/?PAGE_ID=40,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
101,11612910,ROBESON COUNTY HEALTH DEPARTMENT,910-671-3200,460 COUNTRY CLUB ROAD, ,LUMBERTON,NC,28360,9494,ROBESON,37155, , , , ,2009-12-17T00:00:00.000Z,PHONE,2009-12-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,125368162,-79.0633634,34.6281835,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,PUBLICHEALTH.SOUTHERNREGIONALAHEC.ORG/ROBESON,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
102,11612914,SAMPSON COUNTY HEALTH DEPARTMENT,910-592-1131,360 COUNTY COMPLEX ROAD, ,CLINTON,NC,28328,4778,SAMPSON,37163, , , , ,2009-12-22T00:00:00.000Z,PHONE,2009-12-22T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102710048,-78.295274,34.9794863,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.SCPFHC.ORG/,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
104,11612900,ONSLOW COUNTY HEALTH DEPARTMENT,910-347-2154,612 COLLEGE STREET, ,JACKSONVILLE,NC,28540,5311,ONSLOW,37133, , , , ,2009-12-15T00:00:00.000Z,PHONE,2009-12-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102738219,-77.4250207,34.7477154,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.ONSLOWCOUNTYNC.GOV/HEALTH/,80028,2505783,TECHNIGRAPHICS,LOCAL,0, ,YES
110,11612881,HOKE COUNTY HEALTH DEPARTMENT,910-875-3717,683 EAST PALMER ROAD, ,RAEFORD,NC,28376,6648,HOKE,37093, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,125090472,-79.2283144,34.967798,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.HOKECOUNTY.NET/COUNTY-DEPARTMENTS/HEALTH-DEPARTMENT/,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
123,11612903,PENDER COUNTY HEALTH DEPARTMENT,910-259-1230,803 SOUTH WALKER STREET, ,BURGAW,NC,28425,5001,PENDER,37141, , , , ,2009-12-17T00:00:00.000Z,PHONE,2009-12-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,22942994,-77.9159683,34.5440136,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.PENDERHEALTHDEPT.COM/,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3010,11612866,DURHAM COUNTY PUBLIC HEALTH DEPARTMENT,919-560-7600,414 EAST MAIN STREET, ,DURHAM,NC,27701,3720,DURHAM,37063, , , , ,2009-12-15T00:00:00.000Z,PHONE,2009-12-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,17087391,-78.8965125,35.9924089,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.DURHAMCOUNTYNC.GOV/DEPARTMENTS/PHTH,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3031,11612874,GREENE COUNTY HEALTH DEPARTMENT,252-747-8181,227 KINGOLD BOULEVARD,SUITE B,SNOW HILL,NC,28580,1303,GREENE,37079, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102095807,-77.6832324,35.4525858,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CO.GREENE.NC.US/DEPARTMENTS_HEALTH.ASPX,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3187,11624641,NORTH CAROLINA DEPARTMENT OF HEALTH AND HUMAN SERVICES,919-855-4400,10 SUNNYBROOK ROAD, ,RALEIGH,NC,27610,1808,WAKE,37183, , , , ,2009-12-28T00:00:00.000Z,PHONE,2009-12-28T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,HEALTH PROGRAM ADMINISTRATION,17109901,-78.5865368,35.7863955,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.DHHS.STATE.NC.US/,80028, ,TECHNIGRAPHICS,STATE,0, ,YES
3224,11612891,MARTIN TYRRELL WASHINGTON DISTRICT HEALTH DEPARTMENT,252-792-7811,210 WEST LIBERTY STREET, ,WILLIAMSTON,NC,27892,1712,MARTIN,37117, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102499221,-77.0614131,35.8600374,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.MTWDISTRICTHEALTH.ORG/,80028,1024447,TECHNIGRAPHICS,LOCAL,0, ,YES
3250,11612883,IREDELL COUNTY HEALTH DEPARTMENT,704-878-5300,318 TURNERSBURG HIGHWAY, ,STATESVILLE,NC,28625,2798,IREDELL,37097, , , , ,2009-11-25T00:00:00.000Z,PHONE,2009-11-25T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102412258,-80.8754972,35.8200727,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CO.IREDELL.NC.US/DEPARTMENTS/HEALTH/HEALTH.ASP,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3258,11612924,WARREN COUNTY HEALTH DEPARTMENT,252-257-1185,544 WEST RIDGEWAY STREET, ,WARRENTON,NC,27589,1716,WARREN,37185, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102945095,-78.1630208,36.4065681,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WARRENCOUNTYNC.COM/HEALTHDEPARTMENT.ASPX,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3259,11612885,JOHNSTON COUNTY HEALTH DEPARTMENT,919-989-5200,517 NORTH BRIGHT LEAF BOULEVARD, ,SMITHFIELD,NC,27577,4407,JOHNSTON,37101, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,125334146,-78.3337609,35.5137544,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://JOHNSTONNC.COM/MAINPAGE.CFM?CATEGORY_LEVEL_ID=450,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3315,11612916,STANLY COUNTY HEALTH DEPARTMENT,704-982-9171,1000 NORTH FIRST STREET,SUITE 3,ALBEMARLE,NC,28001,2819,STANLY,37167, , , , ,2009-12-17T00:00:00.000Z,PHONE,2009-12-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,125090539,-80.1965688,35.3661968,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://HEALTH.CO.STANLY.NC.US/,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3333,11612928,WILKES COUNTY HEALTH DEPARTMENT,336-651-7450,306 COLLEGE STREET, ,WILKESBORO,NC,28697,2854,WILKES,37193, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102469181,-81.1565408,36.1442502,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WILKESHEALTH.COM/,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3342,11612905,PERSON COUNTY HEALTH DEPARTMENT,336-597-2204,355 SOUTH MADISON BOULEVARD,SUITE A,ROXBORO,NC,27573,5464,PERSON,37145, , , , ,2009-12-17T00:00:00.000Z,PHONE,2009-12-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,768617555,-78.9904693,36.3913507,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://HEALTH.PERSONCOUNTY.NET/PCHD/,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3347,11612895,MONTGOMERY COUNTY HEALTH DEPARTMENT,910-572-1393,217 SOUTH MAIN STREET, ,TROY,NC,27371,3200,MONTGOMERY,37123, , , , ,2009-12-15T00:00:00.000Z,PHONE,2009-12-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,109881234,-79.8933284,35.3572153,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.MONTGOMERYCOUNTYNC.COM/HEALTH_DEPARTMENT.HTML,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3350,11612876,HALIFAX COUNTY HEALTH DEPARTMENT,252-583-5021,19 DOBBS STREET, ,HALIFAX,NC,27839, ,HALIFAX,37083, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-18T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102445057,-77.5899196,36.3297015,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.HALIFAXNC.COM/HEALTHDEPT.CFM,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3351,11612897,NASH COUNTY HEALTH DEPARTMENT,252-459-9819,214 SOUTH BARNES STREET, ,NASHVILLE,NC,27856,1204,NASH,37127, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,102399229,-77.9706074,35.9735717,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,WWW.HEALTH.CO.NASH.NC.US,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
3352,11612901,ORANGE COUNTY HEALTH DEPARTMENT,919-245-2411,300 WEST TRYON STREET, ,HILLSBOROUGH,NC,27278,2438,ORANGE,37135, , , , ,2009-12-16T00:00:00.000Z,PHONE,2009-12-16T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; HEALTH SERVICES; PUBLIC HEALTH OFFICES, STATE AND LOCAL",923120,COMMUNITY HEALTH PROGRAMS ADMINISTRATION,17081544,-79.105468,36.0772651,NAVTEQ,2009Q2,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.CO.ORANGE.NC.US/HEALTH/INDEX.ASP,80028, ,TECHNIGRAPHICS,LOCAL,0, ,YES
