X,Y,OBJECTID,ID,NAME,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,TOT_RES,TOT_STAFF,BEDS,EXCESS_BED,OWNERSHIP,MEDICAIDID,MEDICAREID,STATE_LIC,SOURCETYPE
-80.52359893534252,35.693564821759189,16092,37336,THE LAURELS OF SALISBURY,215 LASH DRIVE,NOT AVAILABLE,SALISBURY,NC,28147,NOT AVAILABLE,(704) 637-1182,NURSING HOME,OPEN,80,ROWAN,37159,USA,35.6935648217592,-80.5235989353425,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,80,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0538,NURSING FACILITY
-82.483342182895399,35.59210167265411,16178,37337,THE LAURELS OF SUMMIT RIDGE,100 RICEVILLE ROAD,NOT AVAILABLE,ASHEVILLE,NC,28805,NOT AVAILABLE,(828) 299-1110,NURSING HOME,OPEN,123,BUNCOMBE,37021,USA,35.5921016726541,-82.4833421828954,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,123,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0540,NURSING FACILITY
-82.512533916606912,35.467883462551811,16210,37341,THE OAKS AT SWEETEN CREEK,3864 SWEETEN CREEK,NOT AVAILABLE,ROAD ARDEN,NC,28704,NOT AVAILABLE,(828) 681-0904,NURSING HOME,OPEN,114,BUNCOMBE,37021,USA,35.4678834625518,-82.5125339166069,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,114,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0575,NURSING FACILITY
-78.632673299133387,35.807718261088958,16211,37342,THE OAKS AT WHITAKER GLEN-MAYVIEW,513 EAST WHITAKER MILL ROAD,NOT AVAILABLE,RALEIGH,NC,27608,2699,(919) 828-2348,NURSING HOME,OPEN,139,WAKE,37183,USA,35.807718261089,-78.6326732991334,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,139,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0007,NURSING FACILITY
-82.575312000348504,35.425366000140855,16212,37338,THE LODGE AT MILLS RIVER,5593 OLD HAYWOOD ROAD,NOT AVAILABLE,MILLS RIVER,NC,28759,NOT AVAILABLE,(828) 684-4857,NURSING HOME,OPEN,50,HENDERSON,37089,USA,35.4253660001409,-82.5753120003485,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,50,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0394,NURSING FACILITY
-82.711781511007871,35.258346517777625,16213,37340,THE OAKS-BREVARD,"300 MORRIS ROAD;",NOT AVAILABLE,BREVARD,NC,28712,NOT AVAILABLE,(828) 877-4020,NURSING HOME,OPEN,120,TRANSYLVANIA,37175,USA,35.2583465177776,-82.7117815110079,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,120,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0563,NURSING FACILITY
-78.509432333735163,35.793387879047437,16222,37381,WELLINGTON REHABILITATION AND HEALTHCARE,1000 TANDALL PLACE,NOT AVAILABLE,KNIGHTDALE,NC,27545,9293,(919) 266-7744,NURSING HOME,OPEN,100,WAKE,37183,USA,35.7933878790474,-78.5094323337352,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-07T00:00:00.000Z,NOT AVAILABLE,-999,-999,100,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0544,NURSING FACILITY
-80.032902248439996,35.944137928622581,16223,37383,WESTCHESTER MANOR AT PROVIDENCE PLACE,1795 WESTCHESTER DRIVE,NOT AVAILABLE,HIGH POINT,NC,27262,NOT AVAILABLE,(336) 884-2222,NURSING HOME,OPEN,129,GUILFORD,37081,USA,35.9441379286226,-80.03290224844,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-07T00:00:00.000Z,NOT AVAILABLE,-999,-999,129,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0155,NURSING FACILITY
-79.211998000107599,35.439174000180003,16225,37385,WESTFIELD REHABILITATION AND HEALTH CENTER,3100 TRAMWAY ROAD,NOT AVAILABLE,SANFORD,NC,27330,NOT AVAILABLE,(919) 775-5404,NURSING HOME,OPEN,83,LEE,37105,USA,35.43917400018,-79.2119980001076,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-07T00:00:00.000Z,NOT AVAILABLE,-999,-999,83,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0285,NURSING FACILITY
-82.582988694272785,35.61322427797807,16226,37384,WESTERN NORTH CAROLINA BAPTIST HOME,213 RICHMOND HILL DRIVE,NOT AVAILABLE,ASHEVILLE,NC,28806,NOT AVAILABLE,(828) 254-9675,NURSING HOME,OPEN,150,BUNCOMBE,37021,USA,35.6132242779781,-82.5829886942728,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-07T00:00:00.000Z,NOT AVAILABLE,-999,-999,150,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0541,NURSING FACILITY
-79.315307924121385,36.054004038055943,16227,37344,THE PRESBYTERIAN HOME OF HAWFIELDS INC,2502 SOUTH NC 119,NOT AVAILABLE,MEBANE,NC,27302,NOT AVAILABLE,(336) 578-4701,NURSING HOME,OPEN,117,ALAMANCE,37001,USA,36.054004038056,-79.3153079241214,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,117,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0364,NURSING FACILITY
-80.843747925925982,35.488147832256679,16228,37343,THE PINES AT DAVIDSON,400 AVINGER LANE,NOT AVAILABLE,DAVIDSON,NC,28036,8800,(704) 896-1100,NURSING HOME,OPEN,81,MECKLENBURG,37119,USA,35.4881478322567,-80.843747925926,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,81,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0443,NURSING FACILITY
-78.922989116354586,35.041016076930468,16229,37345,THE REHABILITATION AND HEALTH CARE CTR AT VILLAGE GREEN,1601 PURDUE DRIVE,NOT AVAILABLE,FAYETTEVILLE,NC,28304,3674,(910) 486-5000,NURSING HOME,OPEN,170,CUMBERLAND,37051,USA,35.0410160769305,-78.9229891163546,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,170,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0502,NURSING FACILITY
-78.65966809700501,35.900533529398899,16231,37346,THE ROSEWOOD HEALTH CENTER,8801 CYPRESS LAKES DRIVE,NOT AVAILABLE,RALEIGH,NC,27615,NOT AVAILABLE,(919) 870-9007,NURSING HOME,OPEN,40,WAKE,37183,USA,35.9005335293989,-78.659668097005,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,40,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0622,NURSING FACILITY
-80.851757341128362,35.137461820206909,16232,37348,THE STEWART HEALTH CENTER,6920 MARCHING DUCK DRIVE,NOT AVAILABLE,CHARLOTTE,NC,28210,NOT AVAILABLE,(704) 714-5555,NURSING HOME,OPEN,56,MECKLENBURG,37119,USA,35.1374618202069,-80.8517573411283,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,56,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0584,NURSING FACILITY
-76.929020249185101,35.986959814244081,16236,37349,THREE RIVERS HEALTH AND REHAB,1403 CONNER DRIVE,NOT AVAILABLE,WINDSOR,NC,27983,NOT AVAILABLE,(252) 794-4441,NURSING HOME,OPEN,80,BERTIE,37015,USA,35.9869598142441,-76.9290202491851,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,80,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0522,NURSING FACILITY
-78.5816043056941,35.803506617236614,16237,37350,TOWER NURSING AND REHABILITATION CENTER,3609 BOND STREET,NOT AVAILABLE,RALEIGH,NC,27604,NOT AVAILABLE,(919) 231-8113,NURSING HOME,OPEN,186,WAKE,37183,USA,35.8035066172366,-78.5816043056941,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,186,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0354,NURSING FACILITY
-80.600805864299161,35.463821066588984,16239,37351,TRANSITIONAL HEALTH SERVICES OF KANNAPOLIS,1810 CONCORD LAKE ROAD,NOT AVAILABLE,KANNAPOLIS,NC,28083,6434,(704) 933-3781,NURSING HOME,OPEN,112,CABARRUS,37025,USA,35.463821066589,-80.6008058642992,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,112,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0453,NURSING FACILITY
-79.948320000067895,35.990441999998382,16240,37347,THE SHANNON GRAY REHABILITATION & RECOVERY CENTER,2005 SHANNON GRAY COURT,NOT AVAILABLE,JAMESTOWN,NC,27282,NOT AVAILABLE,(336) 307-4729,NURSING HOME,OPEN,150,GUILFORD,37081,USA,35.9904419999984,-79.9483200000679,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,150,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0627,NURSING FACILITY
-80.20274228802613,36.111595738752378,16251,37353,TRINITY GLEN,849 WATERWORKS ROAD,NOT AVAILABLE,WINSTON-SALEM,NC,27101,NOT AVAILABLE,(336) 595-2166,NURSING HOME,OPEN,117,FORSYTH,37067,USA,36.1115957387524,-80.2027422880261,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,117,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0058,NURSING FACILITY
-77.8888411749802,34.142774640037651,16252,37354,TRINITY GROVE,631 JUNCTION CREEK DRIVE,NOT AVAILABLE,WILMINGTON,NC,28412,2296,(910) 442-3000,NURSING HOME,OPEN,100,NEW HANOVER,37129,USA,34.1427746400377,-77.8888411749802,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,100,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0630,NURSING FACILITY
-80.40540124657025,36.025731133584998,16254,37352,TRINITY ELMS,7449 FAIR OAKS DRIVE,NOT AVAILABLE,CLEMMONS,NC,27012,NOT AVAILABLE,(336) 747-1153,NURSING HOME,OPEN,100,FORSYTH,37067,USA,36.025731133585,-80.4054012465703,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,100,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0641,NURSING FACILITY
-81.356869403200335,35.688932830285921,16255,37357,TRINITY RIDGE,2140 MEDICAL PARK DRIVE,NOT AVAILABLE,HICKORY,NC,28602,NOT AVAILABLE,(828) 322-6995,NURSING HOME,OPEN,120,CATAWBA,37035,USA,35.6889328302859,-81.3568694032003,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,120,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0162,NURSING FACILITY
-80.481764078149638,35.646045149364213,16256,37355,TRINITY OAKS,820 KLUMAC ROAD,NOT AVAILABLE,SALISBURY,NC,28144,5728,(704) 637-3784,NURSING HOME,OPEN,140,ROWAN,37159,USA,35.6460451493642,-80.4817640781496,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,140,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0197,NURSING FACILITY
-81.298541620899073,35.74492466314274,16258,37358,TRINITY VILLAGE,"1265 21ST STREET, NE",NOT AVAILABLE,HICKORY,NC,28601,NOT AVAILABLE,(828) 328-2006,NURSING HOME,OPEN,194,CATAWBA,37035,USA,35.7449246631427,-81.2985416208991,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,194,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0068,NURSING FACILITY
-79.521546407440724,36.08290081302215,16259,37359,TWIN LAKES COMMUNITY,3801 WADE COBLE DRIVE,NOT AVAILABLE,BURLINGTON,NC,27215,9768,(336) 538-1400,NURSING HOME,OPEN,104,ALAMANCE,37001,USA,36.0829008130222,-79.5215464074407,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,104,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0351,NURSING FACILITY
-80.580889758855236,35.430414949690203,16260,37361,UNIVERSAL HEALTH CARE AND REHABILITATION CENTER,"430 BROOKWOOD AVENUE, NE",NOT AVAILABLE,CONCORD,NC,28025,0748,(704) 788-4115,NURSING HOME,OPEN,120,CABARRUS,37025,USA,35.4304149496902,-80.5808897588552,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www2.ncdhhs.gov/dhsr/data/nhlist_a.pdf,2015-10-01T00:00:00.000Z,IMAGERY WITH OTHER,2016-06-06T00:00:00.000Z,NOT AVAILABLE,-999,-999,120,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NH0247,NURSING FACILITY
